0,1
-232.39627,-1.2584553
-231.97578,-1.1798924
-231.86484,-1.529872
-231.8472,-1.670938
-231.74751,-1.6357601
-231.5994,-1.6364503
-231.3369,-1.5662644
-231.10023,-1.6430207
-231.02885,-1.8466226
-231.18454,-2.114796
-231.71722,-2.5326843
-232.4037,-2.712725
-233.34943,-3.0090973
-234.83347,-3.5579166
-236.37198,-3.6118903
-237.74673,-3.482109
-239.08974,-3.4577122
-240.52393,-3.564118
-241.96994,-3.582667
-243.31299,-3.4846282
-244.26802,-3.0933933
-245.38551,-3.2444925
-245.72998,-2.4839134
-246.62538,-3.017282
-247.31235,-2.809814
-248.04045,-2.8505726
-249.2565,-3.371405
-250.66855,-3.6117966
-252.0911,-3.649829
-253.19081,-3.349616
-254.39691,-3.4691145
-255.90746,-3.784749
-257.57037,-3.947163
-259.00064,-3.721706
-260.3461,-3.6191266
-261.74332,-3.7075949
-263.16513,-3.7251062
-264.596,-3.7385347
-265.99506,-3.7196321
-267.40012,-3.7346354
-268.81198,-3.7477388
-270.28812,-3.8191
-271.6903,-3.7624154
-273.08615,-3.765877
-274.56226,-3.844811
-276.05814,-3.8847337
-277.44632,-3.7940326
-278.77808,-3.7302985
-279.9674,-3.5780892
-281.27353,-3.6731477
-282.64975,-3.7491646
-283.94766,-3.654418
-285.1847,-3.5732117
-286.49377,-3.6384785
-287.85242,-3.6873379
-289.26508,-3.7413359
-290.68948,-3.746181
-292.06406,-3.699141
-293.43478,-3.7093954
-294.88812,-3.7890015
-296.33792,-3.8028533
-297.76947,-3.770258
-299.2164,-3.8196256
-300.66226,-3.8227026
-302.09042,-3.8139195
-303.50488,-3.8164618
-304.8919,-3.7960615
-306.29324,-3.8032188
-307.70438,-3.8544586
-309.25687,-3.9994433
-310.40436,-3.6113667
-311.37708,-3.4345455
-312.54858,-3.6343832
-313.8033,-3.720005
-314.418,-3.0637941
-314.66748,-2.6823604
-314.9687,-2.692639
-314.97507,-2.3362682
-314.82324,-2.1135514
-314.80814,-2.19852
-314.8106,-2.170648
-314.70645,-2.0178342
-314.67224,-2.039455
-314.6315,-1.9861369
-314.65082,-1.9948134
-314.65433,-1.926184
-314.68884,-1.9055686
-314.7132,-1.8445385
-314.72195,-1.7765797
-314.7013,-1.6928799
-314.64722,-1.6054738
-314.52515,-1.4856796
-314.44235,-1.4723842
-314.57632,-1.6348107
-314.8613,-1.7390435
-315.2988,-1.8492988
-315.62924,-1.7249972
-315.99664,-1.7411027
-316.51953,-1.8730638
-316.99234,-1.813147
-317.58713,-1.9272606
-318.65485,-2.4070296
-319.83014,-2.5249195
-321.35776,-2.9210296
-323.03903,-3.1057487
-324.46054,-2.8444636
-325.50076,-2.4448395
-326.2505,-2.1228821
-326.8952,-1.9756215
-327.2478,-1.6324408
-327.25458,-1.2331034
-327.2502,-1.1667706
-327.33267,-1.1959804
-327.44138,-1.1622905
-327.4089,-0.9631109
-327.3869,-0.92242324
-327.16895,-0.67734367
-327.20795,-0.8842792
-327.5787,-1.172969
-328.29047,-1.4720116
-329.08426,-1.5118824
-330.02756,-1.6252446
-330.82718,-1.4614338
-331.96283,-1.7773094
-333.4329,-2.1008263
-334.91092,-2.103101
-336.18854,-1.9097632
-337.44974,-1.8923767
-338.91354,-2.108333
-340.47754,-2.2043855
-341.96622,-2.1655564
-343.38773,-2.1081963
-344.85587,-2.1677377
-346.26855,-2.142175
-347.66345,-2.1245897
-349.07605,-2.1391182
-350.44608,-2.1282964
-351.65277,-1.9645886
-353.03113,-2.148747
-354.54868,-2.2982788
-355.98486,-2.2334194
-357.3877,-2.2088299
-358.74725,-2.1724427
-360.15,-2.2198482
-361.548,-2.224824
-362.9744,-2.26396
-364.3972,-2.2616746
-365.5619,-2.0113819
-368.38098,-2.2879155
