0,1
-246.40195,0.7448533
-247.06741,0.9134543
-247.80452,0.8164855
-248.86165,0.42532337
-250.26942,0.25095212
-251.6579,0.32730913
-252.63304,0.6167363
-253.73712,0.54425585
-254.93672,0.2953545
-256.4357,0.082740664
-258.00885,0.2035197
-259.31558,0.40994096
-260.45306,0.37716413
-261.81174,0.3299651
-263.2456,0.33275425
-264.4781,0.35198557
-265.79736,0.38159728
-267.1699,0.3603667
-268.5016,0.3629036
-269.8105,0.3245467
-271.05905,0.39708865
-272.39746,0.41121542
-273.71872,0.35871756
-274.98563,0.32849717
-276.335,0.3816756
-277.53726,0.4773816
-278.5842,0.5883459
-279.72086,0.59190965
-281.02975,0.4547664
-282.23178,0.41875196
-283.3317,0.48085332
-284.50418,0.5424814
-285.6666,0.48567355
-286.86078,0.42131996
-288.18256,0.3857733
-289.57263,0.3436048
-290.90176,0.3627578
-292.13492,0.4070872
-293.4176,0.39316642
-294.81845,0.33788276
-296.3198,0.3328048
-297.57846,0.37945282
-298.79776,0.35548246
-300.17642,0.3742267
-301.48563,0.403257
-302.78375,0.4058336
-304.09637,0.44887543
-305.4949,0.4613452
-306.72403,0.42096376
-308.08517,0.38808858
-309.37283,0.48645926
-310.34033,0.8532554
-311.23334,0.8906122
-312.44263,0.58016026
-313.57343,0.70360184
-313.9081,1.4980999
-314.17444,1.5440224
-314.44772,1.5036442
-314.46387,1.7339431
-314.3273,1.8474593
-314.31897,1.6875694
-314.33588,1.624626
-314.24432,1.6948962
-314.2181,1.6050371
-314.1971,1.5658095
-314.20407,1.4975866
-314.22888,1.439293
-314.25912,1.3948742
-314.30048,1.3467954
-314.3262,1.3253756
-314.33517,1.304329
-314.3118,1.2949347
-314.2494,1.3033447
-314.14612,1.3182026
-314.10602,1.2089126
-314.2827,0.95006543
-314.58493,0.7701823
-315.03152,0.6287081
-315.3122,0.7316049
-315.66333,0.6353192
-316.12512,0.5646194
-316.5964,0.49015582
-316.95267,0.6155893
-317.8936,0.0024629831
-318.95383,-0.0060169697
-320.30768,-0.31404757
-321.795,-0.56146216
-323.23425,-0.5544815
-324.48492,-0.24003458
-325.40524,0.13148391
-326.11307,0.28169656
-326.71875,0.38178915
-326.98953,0.6526922
-326.98575,0.91700953
-326.98633,0.88275236
-327.07483,0.74840325
-327.199,0.66688883
-327.1961,0.7579052
-327.21115,0.7080027
-327.08713,0.81134105
-326.96182,0.7767625
-327.11993,0.44933325
-327.56985,0.10050401
-328.3224,-0.19595331
-329.13437,-0.29915082
-329.95322,-0.43632054
-330.64468,-0.29224983
-331.69803,-0.61822486
-333.09683,-0.9733683
-334.58893,-1.0259863
-335.92786,-0.8385
-337.03152,-0.728689
-338.28482,-0.9082971
-339.7805,-1.0527586
-341.2196,-1.0070602
-342.5325,-0.9245644
-343.77216,-0.9061741
-345.0796,-0.9183178
-346.45285,-0.8497282
-347.7769,-0.8339887
-349.06433,-0.8193332
-350.25336,-0.8114654
-351.40112,-0.6155734
-352.7467,-0.7849361
-354.00818,-0.9054152
-355.30444,-0.8451334
-356.63376,-0.80471104
-357.85648,-0.75321835
-359.0583,-0.7732201
-360.41544,-0.7629018
-361.72223,-0.7682996
-363.10822,-0.7907306
-364.44217,-0.80977714
-365.39572,-0.44234848
-366.58795,-0.61704355
-367.92825,-0.8460609
-369.31586,-0.91619956
-370.7129,-0.75514966
-372.02805,-0.6121508
-373.26453,-0.655113
-374.71826,-0.77930385
-376.094,-0.7621634
-377.27585,-0.6655197
-378.64365,-0.66437894
-379.9349,-0.6846132
-381.2419,-0.70572096
-382.52417,-0.6930823
-383.7762,-0.67774516
-385.01657,-0.6950363
-386.53632,-0.6994379
-387.9165,-0.6714303
-389.27988,-0.67309695
-390.54623,-0.6647743
-391.7775,-0.684415
-393.08377,-0.6736478
-394.5012,-0.69034797
-395.80124,-0.64406526
-397.06796,-0.64471376
-398.3789,-0.5827817
-399.6535,-0.53136516
-400.82617,-0.5774192
-402.15225,-0.6659992
-403.51886,-0.6435947
-404.85876,-0.57626796
-406.21017,-0.5702492
-407.634,-0.61229914
-409.09216,-0.5755917
-410.45636,-0.5049146
-411.6411,-0.49240357
-412.85547,-0.4837739
