location_x,location_y
1.0,6.1213202
0.9874728,6.095803
0.9760696,6.0904703
0.9278791,6.077447
0.89048475,6.1013947
0.96917856,6.078797
0.9296967,6.2246532
0.9999289,6.1434364
0.9638539,6.1053576
1.0227734,6.2960544
1.0462157,6.315842
1.0100515,6.3915057
1.0726697,6.413751
1.1297096,6.4785676
1.1359128,6.5169325
1.1298126,6.5040064
1.2725015,6.4545746
1.2049104,6.3834934
1.3616866,6.4971533
1.3784448,6.3701916
1.4409372,6.3828416
1.3488566,6.4447417
1.2568629,6.5089507
1.2560824,6.3520923
1.2995472,6.2618976
1.3301548,6.183899
1.3528391,6.2393985
1.3387086,6.2948236
1.3763323,6.332496
1.5028961,6.200016
1.5944507,6.2283826
1.5457882,6.1045804
1.5377879,6.2650824
1.6593015,6.411993
1.4859217,6.2848053
1.5591989,6.346581
1.671856,6.522911
1.7035551,6.557542
1.9146986,6.5009995
1.7188562,6.4816747
1.765136,6.440026
1.7956756,6.2770953
1.9244437,6.46353
1.8755158,6.4832773
1.9521561,6.5025554
2.1522017,6.547596
2.2068017,6.5373397
2.1386857,6.5245204
2.1222363,6.519818
2.2187026,6.504607
2.3094256,6.453104
2.2460296,6.3428874
2.069362,6.195197
2.1431267,6.126694
2.02231,6.3398833
1.9626763,6.423246
2.2583337,6.3597045
2.2239158,6.516713
2.3377087,6.630675
2.5048118,6.7119765
2.6118336,6.562385
2.598221,6.683021
2.6921794,6.6156116
2.6022632,6.6226563
2.667533,6.5660233
2.6579082,6.5328135
2.6486242,6.4006705
2.6514711,6.394832
2.5754416,6.2979574
2.5481467,6.372669
2.8225913,6.2049356
2.8045664,6.0676866
2.7180247,6.0024724
2.7592652,5.8824325
2.8845425,5.711762
3.0537798,5.7498775
3.1090078,5.8092957
3.1133919,5.6758785
3.048363,5.6885824
3.2426562,5.8129873
3.165268,5.884561
3.1773305,5.6951175
3.157362,5.648711
3.1759176,5.75681
3.1652865,5.603937
3.288185,5.5315466
3.407945,5.4103084
3.3282948,5.2102475
3.4722977,5.2512503
3.464031,5.1923695
3.4841018,5.0365043
3.6350427,4.949405
3.6069186,4.882217
3.7348835,4.9109735
3.6739967,4.8177667
3.7933936,4.6965065
3.753961,4.7208686
3.6966302,4.6253347
3.762116,4.548302
3.708228,4.476018
3.8693094,4.4688
3.7625804,4.32381
3.7748024,4.212466
3.8892608,4.0347996
4.0044823,3.8665667
3.9992456,3.7682872
4.2058725,3.841983
4.19706,3.7261817
4.17694,3.7599046
4.2160378,3.5781302
4.1233726,3.52762
4.2285438,3.4564934
4.1591415,3.5943418
4.0882945,3.5714207
4.002852,3.5604744
4.0682697,3.4424555
4.1942935,3.418839
4.1159954,3.4258807
4.173181,3.3105707
4.284546,3.2106853
4.079556,2.9745297
4.2110896,2.9449809
4.2784686,2.8813882
4.2753153,2.6939433
4.36412,2.5527427
4.308981,2.4083304
4.356623,2.3485322
4.235379,2.2615175
4.2785025,2.146099
4.3986216,2.0518477
4.621553,2.0633614
4.8004785,2.0057678
4.7402697,2.223259
4.60483,2.2246423
4.6936383,2.2465992
4.803004,2.2669876
4.819311,2.3636718
4.9109025,2.3310525
5.0298486,2.2447896
5.132189,2.0145516
5.2690496,2.033887
5.456978,1.9482964
5.4863377,1.7656872
5.5227985,1.6393852
5.508285,1.6796253
5.5477085,1.4848905
5.5004787,1.5458592
5.618363,1.7211792
5.576558,1.3995221
5.632894,1.516424
5.6667776,1.5380102
5.738178,1.5314262
5.9363475,1.350011
5.90653,1.3598268
6.0126443,1.250606
5.8863688,1.4188251
5.7987156,1.3695095
5.743644,1.4209653
5.8517966,1.4350398
5.7195215,1.3706738
5.7426605,1.5422136
5.7859344,1.3564198
5.846996,1.263301
5.898778,1.2861261
5.936579,1.2499572
5.974657,1.216277
6.1153975,1.1364139
6.2336183,1.1385629
6.0779,1.1404327
6.317302,1.2425326
6.2859735,1.2210726
6.2560062,1.0748062
6.4219275,1.2297521
6.499667,1.1838361
6.4261527,1.1263132
6.5905585,1.1338304
6.379605,1.0852888
6.4238725,1.0966853
6.4713464,1.0794411
6.487,1.1817886
6.500776,1.0626757
6.414541,0.9032178
6.320759,0.95032454
6.305235,0.8331694
6.316865,0.8196146
6.2529464,0.88847524
6.358946,0.9685801
6.436898,1.0529203
6.2852225,1.2369983
6.355858,1.2477776
6.361504,1.2132379
6.638297,1.1332502
6.6715302,1.2166288
6.726255,1.2483115
6.6366835,1.2672255
6.608153,1.3559054
6.648498,1.4486606
6.781551,1.4893023
6.9344535,1.6269346
6.952021,1.7615002
